I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.05800,-0.01500,0.04300,0.03600,-0.05000,0.01400,0.08900,-0.01300,-0.06500,-0.04500,-0.10500,0.00400
-0.05400,-0.00500,0.04900,0.02900,-0.05100,0.02100,0.08600,-0.01900,-0.06500,-0.04500,-0.10500,-0.00100
-0.04300,-0.02200,0.02200,0.03200,-0.03200,0.00000,0.08000,-0.02400,-0.06300,-0.04600,-0.10600,0.00100
-0.05400,-0.03100,0.02300,0.04200,-0.03900,-0.00400,0.08100,-0.03400,-0.05900,-0.03700,-0.10300,-0.00300
-0.10400,-0.03100,0.07200,0.06700,-0.08800,0.02000,0.08500,-0.03900,-0.05700,-0.04600,-0.11600,-0.01700
-0.07500,-0.01600,0.05900,0.04500,-0.06700,0.02100,0.08500,-0.02300,-0.05400,-0.05700,-0.11800,-0.01200
-0.02700,0.02500,0.05200,0.00100,-0.03900,0.03800,0.08500,-0.00900,-0.05100,-0.05200,-0.10000,0.00200
-0.02400,0.03600,0.06000,-0.00600,-0.04200,0.04700,0.08300,-0.01100,-0.05000,-0.05000,-0.09500,0.01200
-0.02400,0.03500,0.05900,-0.00600,-0.04200,0.04600,0.09900,-0.01000,-0.05500,-0.04700,-0.09500,0.02200
-0.03300,0.03300,0.06600,-0.00100,-0.05000,0.05000,0.10500,-0.01100,-0.05500,-0.04400,-0.09500,0.02100
-0.02100,0.04100,0.06200,-0.01000,-0.04200,0.05100,0.09700,-0.01000,-0.05400,-0.04600,-0.09600,0.01800
-0.02600,0.03200,0.05800,-0.00300,-0.04200,0.04500,0.09600,-0.01100,-0.05900,-0.04400,-0.09400,0.01600
-0.06100,-0.00800,0.05300,0.03400,-0.05700,0.02200,0.08800,-0.02400,-0.07300,-0.04600,-0.09700,0.01200
-0.07300,-0.02300,0.05000,0.04800,-0.06200,0.01300,0.08100,-0.03300,-0.07900,-0.06800,-0.10800,0.01000
-0.09200,-0.03700,0.05500,0.06400,-0.07300,0.00900,0.07400,-0.03900,-0.07500,-0.07700,-0.11100,0.00700
-0.08200,-0.02400,0.05800,0.05300,-0.07000,0.01600,0.06600,-0.04000,-0.07500,-0.07400,-0.10900,0.00500
-0.06500,-0.00200,0.06300,0.03300,-0.06400,0.03000,0.05900,-0.04000,-0.07400,-0.07600,-0.11200,0.00500
-0.05900,0.00600,0.06500,0.02600,-0.06200,0.03500,0.05300,-0.04100,-0.07000,-0.07500,-0.11500,0.00100
-0.03500,0.03000,0.06500,0.00200,-0.05000,0.04800,0.04800,-0.03800,-0.07000,-0.07500,-0.11500,-0.00100
-0.03300,0.03100,0.06400,0.00100,-0.04900,0.04800,0.04500,-0.03500,-0.07200,-0.07500,-0.11700,0.00100
-0.03900,0.02000,0.06000,0.00900,-0.05000,0.04000,0.04200,-0.03400,-0.07500,-0.07500,-0.12000,0.00500
-0.04800,0.00500,0.05200,0.02100,-0.05000,0.02800,0.03700,-0.04600,-0.07500,-0.07500,-0.12000,0.01300
-0.03200,0.01400,0.04700,0.00900,-0.04000,0.03000,0.03400,-0.05600,-0.07500,-0.07500,-0.11600,0.01300
0.00800,0.04200,0.03400,-0.02500,-0.01300,0.03800,0.03100,-0.05500,-0.07500,-0.07500,-0.11400,0.00800
0.02700,0.03900,0.01200,-0.03300,0.00700,0.02600,0.03000,-0.06000,-0.07500,-0.07700,-0.11500,0.00500
0.00900,0.04100,0.03300,-0.02500,-0.01200,0.03700,0.03000,-0.06000,-0.07500,-0.08100,-0.11400,0.00200
-0.01300,0.04600,0.05800,-0.01700,-0.03600,0.05200,0.03000,-0.05600,-0.07500,-0.08400,-0.11600,-0.00300
-0.00600,0.04500,0.05100,-0.01900,-0.02900,0.04800,0.03000,-0.05500,-0.07500,-0.08800,-0.11300,-0.00500
-0.00500,0.04300,0.04800,-0.01900,-0.02700,0.04500,0.03200,-0.05500,-0.07400,-0.09000,-0.10900,-0.00100
-0.00200,0.04000,0.04200,-0.01900,-0.02200,0.04100,0.04400,-0.05000,-0.08400,-0.09000,-0.10300,0.00000
0.00000,0.03800,0.03800,-0.01900,-0.01900,0.03800,0.04900,-0.05100,-0.08300,-0.09100,-0.10000,-0.00100
0.00100,0.03600,0.03500,-0.01900,-0.01700,0.03500,0.05200,-0.04900,-0.06600,-0.08700,-0.09500,0.00300
0.00500,0.03200,0.02700,-0.01800,-0.01100,0.02900,0.06800,-0.04000,-0.05500,-0.07100,-0.09100,0.02300
0.00400,0.04600,0.04200,-0.02500,-0.01900,0.04300,0.07400,-0.03300,-0.04500,-0.05900,-0.10100,0.03400
0.00700,0.06000,0.05300,-0.03400,-0.02300,0.05600,0.08100,-0.02800,-0.03400,-0.04100,-0.08900,0.03900
0.01200,0.05200,0.03900,-0.03200,-0.01400,0.04500,0.07900,-0.01900,-0.03000,-0.03200,-0.08200,0.04800
0.00800,0.04600,0.03900,-0.02700,-0.01600,0.04200,0.05200,-0.01400,-0.02900,-0.04000,-0.08600,0.04200
0.03200,0.04200,0.01000,-0.03700,0.01100,0.02500,0.02900,-0.03300,-0.02600,-0.04400,-0.08400,0.03700
0.06000,0.03500,-0.02500,-0.04700,0.04200,0.00500,0.01600,-0.05800,-0.02400,-0.05600,-0.08600,0.03400
0.03400,0.02500,-0.00900,-0.02900,0.02100,0.00800,0.00700,-0.05300,-0.03500,-0.06400,-0.08300,0.02800
0.03100,0.00900,-0.02100,-0.02000,0.02600,-0.00600,-0.00700,-0.08200,-0.05700,-0.07100,-0.09200,0.02500
0.04200,-0.00700,-0.04900,-0.01700,0.04500,-0.02800,-0.01700,-0.09400,-0.07200,-0.08000,-0.10600,0.01800
0.00600,-0.02800,-0.03400,0.01100,0.02000,-0.03100,-0.02800,-0.10200,-0.08700,-0.09700,-0.11300,0.01000
-0.05100,-0.07700,-0.02500,0.06400,-0.01300,-0.05100,-0.04200,-0.11700,-0.09100,-0.10400,-0.12100,0.00500
-0.07200,-0.11200,-0.04000,0.09200,-0.01600,-0.07500,-0.03900,-0.10900,-0.10200,-0.11100,-0.13400,-0.00500
-0.09400,-0.11100,-0.01700,0.10300,-0.03800,-0.06400,-0.04300,-0.13100,-0.10500,-0.11400,-0.13800,-0.01000
-0.13300,-0.11700,0.01600,0.12500,-0.07400,-0.05000,-0.02900,-0.08400,-0.08900,-0.12000,-0.14200,-0.01900
-0.15200,-0.11700,0.03600,0.13400,-0.09400,-0.04000,-0.04600,-0.13500,-0.09700,-0.12000,-0.13600,-0.01800
-0.13200,-0.13500,-0.00300,0.13300,-0.06400,-0.06900,0.05300,0.02800,-0.07300,-0.13000,-0.16000,-0.03800
-0.08800,-0.05100,0.03600,0.07000,-0.06200,-0.00700,0.22900,0.40700,0.18000,-0.00600,-0.11600,-0.03000
0.09000,0.23600,0.14600,-0.16300,-0.02900,0.19100,0.36500,1.23100,1.23700,0.79500,0.40500,0.30200
0.20900,0.41800,0.20900,-0.31400,0.00000,0.31300,0.37900,1.17500,1.43800,1.20600,0.85100,0.64200
-0.07500,0.35700,0.43200,-0.14100,-0.25300,0.39400,-0.33600,-1.14400,-0.35000,0.25100,0.50300,0.54300
-0.26800,0.12700,0.39500,0.07000,-0.33200,0.26100,-1.07600,-2.10800,-1.25000,-0.53800,-0.03900,0.25200
-0.21800,-0.12700,0.09100,0.17200,-0.15400,-0.01800,-0.95100,-1.25200,-0.87700,-0.60700,-0.28200,0.03300
-0.17100,-0.15100,0.02000,0.16100,-0.09500,-0.06600,-0.55700,-0.72200,-0.55000,-0.46600,-0.28600,-0.01300
-0.11700,-0.11000,0.00800,0.11300,-0.06200,-0.05100,-0.25100,-0.26900,-0.23400,-0.26500,-0.20300,-0.00300
-0.11700,-0.11900,-0.00200,0.11800,-0.05700,-0.06000,-0.11100,-0.12100,-0.13800,-0.19600,-0.16400,-0.01500
-0.10200,-0.11200,-0.01000,0.10800,-0.04600,-0.06100,-0.07300,-0.07000,-0.08800,-0.15500,-0.14700,-0.01300
-0.09400,-0.12100,-0.02700,0.10800,-0.03300,-0.07300,-0.03800,-0.01100,-0.06200,-0.12000,-0.13600,-0.01300
-0.08500,-0.11900,-0.03400,0.10200,-0.02600,-0.07600,-0.02900,0.00200,-0.05400,-0.10200,-0.12500,-0.00400
-0.07300,-0.12100,-0.04800,0.09700,-0.01200,-0.08400,-0.00500,0.02400,-0.02300,-0.08800,-0.11500,0.00300
-0.06400,-0.10700,-0.04400,0.08600,-0.01000,-0.07500,0.00700,0.02600,-0.01600,-0.08000,-0.10600,0.00900
-0.05200,-0.09600,-0.04400,0.07400,-0.00400,-0.06900,0.01500,0.04800,-0.00400,-0.06400,-0.09800,0.01700
-0.06400,-0.10300,-0.03900,0.08300,-0.01200,-0.07100,0.02300,0.05600,0.01200,-0.05400,-0.08800,0.01900
-0.05200,-0.09300,-0.04100,0.07200,-0.00500,-0.06700,0.03000,0.07800,0.03700,-0.03000,-0.07500,0.00600
-0.05200,-0.09400,-0.04200,0.07300,-0.00500,-0.06700,0.03800,0.09000,0.05000,0.00100,-0.06300,0.00600
-0.02200,-0.08100,-0.05900,0.05200,0.01900,-0.07000,0.04100,0.10900,0.07100,0.02600,-0.04400,0.02200
0.00100,-0.04800,-0.04900,0.02400,0.02500,-0.04800,0.04500,0.12900,0.08800,0.03500,-0.03300,0.03500
-0.00900,-0.04000,-0.03100,0.02500,0.01200,-0.03500,0.05500,0.14900,0.11500,0.04500,-0.01000,0.04300
0.01200,-0.03100,-0.04300,0.01000,0.02800,-0.03700,0.06400,0.19000,0.15400,0.08300,0.02800,0.06900
0.02200,0.00200,-0.02000,-0.01200,0.02100,-0.00900,0.07300,0.23300,0.19700,0.12900,0.05900,0.09800
0.04200,0.01800,-0.02500,-0.03000,0.03300,-0.00300,0.08100,0.27600,0.25600,0.18100,0.09100,0.11200
0.07400,0.03900,-0.03500,-0.05600,0.05400,0.00200,0.08000,0.32100,0.31000,0.23000,0.12500,0.14000
0.09300,0.08200,-0.01100,-0.08700,0.05200,0.03500,0.07600,0.34900,0.35900,0.28400,0.18300,0.17500
0.10900,0.09500,-0.01400,-0.10100,0.06100,0.04000,0.07300,0.36000,0.40100,0.33200,0.22500,0.20600
0.12100,0.11400,-0.00700,-0.11700,0.06400,0.05400,0.06900,0.35100,0.42000,0.34900,0.25500,0.21900
0.13800,0.15900,0.02000,-0.14900,0.05900,0.08900,0.06600,0.34800,0.43100,0.38100,0.28700,0.24100
0.14600,0.17600,0.03000,-0.16100,0.05800,0.10200,0.06500,0.32600,0.42300,0.37300,0.28600,0.25700
0.07600,0.14600,0.07100,-0.11100,0.00200,0.10800,0.06400,0.27500,0.36300,0.32600,0.26900,0.24100
0.03100,0.12100,0.09000,-0.07700,-0.02900,0.10500,0.06000,0.21900,0.27300,0.25600,0.21200,0.20700
0.01800,0.09300,0.07600,-0.05600,-0.02900,0.08400,0.06000,0.15000,0.18500,0.15600,0.14300,0.15800
-0.04800,0.02900,0.07700,0.00900,-0.06300,0.05300,0.05800,0.09000,0.10000,0.06400,0.06600,0.10600
-0.08300,-0.01800,0.06500,0.05100,-0.07400,0.02300,0.05200,0.04800,0.03600,-0.00900,0.00600,0.05800
-0.08400,-0.03500,0.04900,0.05900,-0.06600,0.00700,0.04800,0.02200,-0.00100,-0.03100,-0.01800,0.03000
-0.09400,-0.05400,0.04000,0.07400,-0.06700,-0.00700,0.04300,-0.00900,-0.02000,-0.05300,-0.05400,0.02000
-0.11900,-0.08300,0.03700,0.10100,-0.07800,-0.02300,0.03900,-0.02800,-0.02900,-0.07200,-0.06500,0.01000
-0.12100,-0.08800,0.03300,0.10400,-0.07600,-0.02800,0.03400,-0.04500,-0.05400,-0.08700,-0.07400,0.00500
-0.10300,-0.07500,0.02700,0.08900,-0.06500,-0.02400,0.02800,-0.06200,-0.06700,-0.10300,-0.08700,0.00300
-0.11200,-0.09000,0.02300,0.10100,-0.06700,-0.03300,0.04400,-0.05900,-0.06200,-0.09400,-0.08400,-0.00100
-0.13600,-0.11800,0.01900,0.12700,-0.07700,-0.04900,0.04700,-0.06000,-0.06000,-0.09300,-0.08600,-0.00300
-0.12900,-0.11600,0.01300,0.12200,-0.07100,-0.05100,0.03600,-0.06000,-0.05600,-0.08800,-0.08500,-0.00500
-0.12500,-0.11300,0.01100,0.11900,-0.06800,-0.05100,0.03100,-0.06000,-0.05500,-0.08500,-0.08500,-0.01500
-0.13600,-0.12200,0.01500,0.12900,-0.07500,-0.05300,0.02200,-0.05700,-0.05200,-0.08100,-0.08100,-0.01800
-0.11700,-0.10400,0.01400,0.11000,-0.06500,-0.04500,0.01700,-0.04900,-0.04600,-0.06900,-0.07400,-0.00500
-0.06700,-0.06400,0.00300,0.06600,-0.03500,-0.03000,0.02100,-0.04300,-0.04200,-0.06100,-0.07100,0.00000
-0.05500,-0.05200,0.00300,0.05400,-0.02900,-0.02400,0.03100,-0.03600,-0.03800,-0.04900,-0.06400,0.01200
-0.04100,-0.04900,-0.00800,0.04600,-0.01700,-0.02800,0.03300,-0.02900,-0.03300,-0.04500,-0.05800,0.01500
-0.04900,-0.04000,0.00900,0.04400,-0.02900,-0.01500,0.02900,-0.02500,-0.02900,-0.04500,-0.05600,0.01700
-0.07200,-0.03500,0.03700,0.05300,-0.05400,0.00100,0.02700,-0.02600,-0.03200,-0.04500,-0.06100,0.03400
-0.03800,-0.02900,0.00800,0.03300,-0.02300,-0.01000,0.02400,-0.02300,-0.02700,-0.04500,-0.06500,0.03100
-0.04800,-0.03100,0.01700,0.03900,-0.03200,-0.00700,0.02100,-0.02000,-0.04100,-0.04400,-0.06200,0.02400
-0.05200,-0.02700,0.02500,0.03900,-0.03800,-0.00100,0.01900,-0.01900,-0.05700,-0.04900,-0.05800,0.02000
-0.03700,-0.02500,0.01200,0.03000,-0.02400,-0.00600,0.01500,-0.02800,-0.05400,-0.05500,-0.05400,0.01300
-0.03300,-0.02500,0.00800,0.02900,-0.02000,-0.00800,0.00700,-0.03800,-0.05700,-0.05500,-0.05100,0.00900
-0.02700,-0.02500,0.00200,0.02600,-0.01400,-0.01100,0.00100,-0.03400,-0.06100,-0.05500,-0.04500,0.00500
-0.01600,-0.02500,-0.00900,0.02100,-0.00300,-0.01700,-0.00600,-0.03700,-0.06000,-0.05500,-0.04700,0.00500
-0.01800,-0.02500,-0.00700,0.02200,-0.00500,-0.01600,-0.01300,-0.05200,-0.06000,-0.06300,-0.06300,0.00500
-0.04700,-0.02400,0.02300,0.03500,-0.03400,-0.00100,-0.01200,-0.05600,-0.07200,-0.06600,-0.06600,0.00400
-0.05400,-0.02900,0.02500,0.04100,-0.03900,-0.00200,0.00200,-0.05400,-0.07500,-0.06400,-0.06400,0.00600
-0.05700,-0.04200,0.01500,0.04900,-0.03600,-0.01300,0.01000,-0.05500,-0.06900,-0.06500,-0.06200,0.00000
-0.04000,-0.03800,0.00200,0.03900,-0.02100,-0.01800,0.01300,-0.05500,-0.06700,-0.06500,-0.05900,0.00300
-0.03300,-0.03800,-0.00500,0.03600,-0.01400,-0.02100,0.01700,-0.05500,-0.06200,-0.06500,-0.06100,0.02300
-0.02200,-0.03300,-0.01100,0.02700,-0.00500,-0.02200,0.02000,-0.05900,-0.06000,-0.06100,-0.06400,0.02500
-0.00900,-0.03800,-0.02900,0.02400,0.01100,-0.03300,0.02500,-0.06000,-0.05500,-0.06000,-0.06700,0.01800
-0.04000,-0.05300,-0.01400,0.04700,-0.01300,-0.03300,0.02300,-0.06000,-0.05500,-0.05900,-0.07000,0.01500
-0.04700,-0.02500,0.02300,0.03600,-0.03500,-0.00100,0.02000,-0.06000,-0.05400,-0.05600,-0.07100,0.01000
-0.04500,-0.01900,0.02600,0.03200,-0.03500,0.00300,0.01700,-0.05900,-0.05000,-0.05500,-0.08400,0.00600
-0.04600,-0.03400,0.01100,0.04000,-0.02900,-0.01100,0.01400,-0.06300,-0.04900,-0.05500,-0.09100,0.00100
-0.03800,-0.02800,0.01100,0.03300,-0.02400,-0.00900,0.01100,-0.06500,-0.05300,-0.05500,-0.09000,-0.00400
-0.04200,-0.03000,0.01200,0.03600,-0.02700,-0.00900,0.01000,-0.06500,-0.06200,-0.05500,-0.08800,-0.00900
-0.01900,-0.04300,-0.02400,0.03100,0.00300,-0.03300,0.01600,-0.06500,-0.06100,-0.06700,-0.08400,-0.01200
-0.02300,-0.05400,-0.03100,0.03800,0.00500,-0.04200,0.02100,-0.06600,-0.05500,-0.06900,-0.08600,-0.01800
-0.04600,-0.04400,0.00200,0.04500,-0.02300,-0.02100,0.02800,-0.06500,-0.05100,-0.06000,-0.08100,-0.01900
-0.04600,-0.03500,0.01100,0.04000,-0.02900,-0.01200,0.03200,-0.05500,-0.04600,-0.05700,-0.07500,-0.01000
-0.08600,-0.05900,0.02800,0.07200,-0.05700,-0.01500,0.04000,-0.04300,-0.04100,-0.04800,-0.06700,-0.00200
-0.08000,-0.06100,0.01900,0.07000,-0.04900,-0.02100,0.04700,-0.03200,-0.04200,-0.04600,-0.06100,0.00700
-0.04900,-0.04600,0.00300,0.04700,-0.02600,-0.02100,0.03000,-0.03000,-0.04600,-0.04900,-0.05400,0.00700
-0.04300,-0.05600,-0.01300,0.05000,-0.01500,-0.03400,0.01300,-0.03000,-0.04400,-0.05000,-0.05000,0.00200
-0.02200,-0.05500,-0.03300,0.03900,0.00600,-0.04400,0.00400,-0.04000,-0.04500,-0.05500,-0.05700,-0.00100
-0.02700,-0.06400,-0.03700,0.04600,0.00500,-0.05000,-0.00300,-0.06200,-0.05200,-0.05300,-0.05700,-0.00400
0.00100,-0.06200,-0.06300,0.03100,0.03300,-0.06300,-0.00800,-0.07100,-0.06900,-0.06500,-0.07300,-0.00900
-0.00200,-0.07800,-0.07600,0.04000,0.03700,-0.07700,-0.01700,-0.08700,-0.08500,-0.06700,-0.07500,-0.01100
-0.01400,-0.08500,-0.07100,0.05000,0.02900,-0.07700,-0.02100,-0.07700,-0.08200,-0.07800,-0.08300,-0.01900
-0.02500,-0.08700,-0.06200,0.05600,0.01900,-0.07500,-0.02500,-0.10600,-0.09400,-0.10300,-0.10200,-0.02800
-0.08900,-0.14800,-0.05900,0.11900,-0.01500,-0.10300,-0.01800,-0.10300,-0.10800,-0.09800,-0.09900,-0.03000
-0.07900,-0.13000,-0.05100,0.10500,-0.01400,-0.09000,-0.02100,-0.11000,-0.12100,-0.10200,-0.10700,-0.03100
-0.06700,-0.10500,-0.03800,0.08700,-0.01400,-0.07200,-0.02100,-0.10500,-0.10300,-0.10300,-0.10600,-0.02900
-0.08600,-0.10400,-0.01800,0.09500,-0.03400,-0.06100,-0.01700,-0.08600,-0.11200,-0.11100,-0.11400,-0.03200
-0.10800,-0.10700,0.00100,0.10800,-0.05500,-0.05300,-0.02600,-0.11500,-0.09600,-0.08800,-0.10400,-0.02800
-0.10900,-0.16200,-0.05300,0.13600,-0.02700,-0.10800,0.11500,0.13200,-0.04400,-0.11500,-0.13900,-0.07800
-0.04700,-0.01100,0.03600,0.02900,-0.04100,0.01300,0.28400,0.61300,0.41000,0.18800,0.02700,0.01300
0.17800,0.30800,0.13000,-0.24300,0.02400,0.21900,0.43200,1.49900,1.49800,1.05400,0.61800,0.39900
0.22400,0.46200,0.23800,-0.34400,-0.00700,0.35000,0.24300,0.67400,1.03000,1.03200,0.84000,0.61200
-0.10600,0.34100,0.44800,-0.11800,-0.27700,0.39400,-0.64900,-1.74100,-0.77200,0.01400,0.42000,0.48200
-0.21100,0.04700,0.25700,0.08200,-0.23400,0.15200,-1.14100,-1.91800,-1.14500,-0.52100,-0.03600,0.21000
-0.15900,-0.12900,0.03000,0.14400,-0.09400,-0.05000,-0.81100,-1.02400,-0.73000,-0.52300,-0.21900,0.02200
-0.14600,-0.12600,0.02100,0.13600,-0.08300,-0.05200,-0.41400,-0.54900,-0.42700,-0.35300,-0.19400,0.01300
-0.10500,-0.11100,-0.00600,0.10800,-0.04900,-0.05800,-0.15700,-0.15200,-0.17600,-0.20200,-0.15300,-0.00500
-0.08000,-0.10600,-0.02600,0.09300,-0.02700,-0.06600,-0.06900,-0.08700,-0.11500,-0.15600,-0.11500,-0.03000
-0.03300,-0.09900,-0.06600,0.06600,0.01600,-0.08200,-0.04200,-0.01000,-0.06000,-0.10900,-0.09700,-0.03500
-0.05300,-0.09600,-0.04300,0.07500,-0.00500,-0.06900,-0.01500,0.01800,-0.04100,-0.08400,-0.09000,-0.03700
-0.07600,-0.09200,-0.01600,0.08400,-0.03000,-0.05400,-0.00600,0.04800,-0.02800,-0.06600,-0.07600,-0.03300
-0.04800,-0.08500,-0.03700,0.06600,-0.00500,-0.06100,0.01200,0.05700,-0.02100,-0.05300,-0.06900,-0.03300
-0.04600,-0.09600,-0.05000,0.07100,0.00200,-0.07300,0.02200,0.05800,-0.02100,-0.04300,-0.05700,-0.02700
-0.06000,-0.10700,-0.04700,0.08400,-0.00600,-0.07700,0.03600,0.08800,-0.01300,-0.03200,-0.05100,-0.03700
-0.05900,-0.10000,-0.04100,0.07900,-0.00900,-0.07000,0.03400,0.08400,0.00000,-0.02000,-0.04500,-0.03900
-0.05600,-0.09600,-0.04000,0.07600,-0.00800,-0.06800,0.03600,0.10900,0.03000,0.00300,-0.03300,-0.01800
-0.05500,-0.08900,-0.03300,0.07300,-0.01100,-0.06100,0.04500,0.12200,0.04900,0.02300,-0.01200,-0.00900
-0.04300,-0.08400,-0.04100,0.06400,-0.00100,-0.06200,0.05500,0.14200,0.06300,0.04000,0.00300,-0.00200
-0.02100,-0.07900,-0.05700,0.05000,0.01800,-0.06800,0.06400,0.16200,0.09200,0.06200,0.01900,0.00900
-0.01900,-0.07700,-0.05800,0.04800,0.02000,-0.06700,0.06400,0.18700,0.12400,0.08600,0.03300,0.01200
-0.00500,-0.06100,-0.05600,0.03300,0.02500,-0.05800,0.07100,0.23100,0.16200,0.11800,0.06700,0.04200
0.02500,-0.02800,-0.05400,0.00200,0.04000,-0.04100,0.06600,0.26100,0.20700,0.15600,0.09600,0.06700
0.03600,-0.00100,-0.03700,-0.01700,0.03600,-0.01800,0.07700,0.30200,0.25000,0.19800,0.12600,0.07800
0.05700,0.02500,-0.03300,-0.04100,0.04500,-0.00400,0.10200,0.35500,0.31400,0.26600,0.18500,0.11500
0.08600,0.08200,-0.00400,-0.08400,0.04400,0.03900,0.10000,0.38700,0.37900,0.32200,0.22500,0.14800
0.09900,0.11300,0.01400,-0.10600,0.04200,0.06300,0.10000,0.39500,0.40900,0.36400,0.27100,0.17400
0.12300,0.11400,-0.00900,-0.11800,0.06600,0.05300,0.10000,0.38600,0.42900,0.39200,0.31100,0.20700
0.13900,0.16900,0.03100,-0.15400,0.05400,0.10000,0.06300,0.37400,0.43300,0.39700,0.32200,0.22300
0.12800,0.16700,0.03900,-0.14800,0.04400,0.10300,0.04700,0.34000,0.40000,0.39000,0.31900,0.21900
0.12300,0.14900,0.02600,-0.13600,0.04800,0.08800,0.06000,0.28300,0.34900,0.33700,0.29100,0.20200
0.09700,0.12800,0.03100,-0.11300,0.03300,0.07900,0.05800,0.21500,0.26400,0.25400,0.23100,0.16600
0.03600,0.05900,0.02200,-0.04800,0.00700,0.04000,0.07400,0.14400,0.17700,0.17300,0.16200,0.11700
